id,patient_id,user_id,full_name,address,bank_name,bank_account_number,paying_for,insurance_provider,insurance_tier_availed,medication_used,quantity,total_price_php,terms_accepted,payment_status,created_at,updated_at
767,P0767,cc44fd91-f30b-44b3-a897-96f28dd5ba3e,Maria Jones,"498 Cedar Ln, Fairview, TX 65067",Community Bank,8863168856,Vaccination,Humana,Platinum,Blood Test Kit,38,4115.83,Credit Card,completed,2024-03-11 00:00:00.000+00,2024-11-13 00:00:00.000+00
768,P0768,18882cf8-3197-4cc8-a58c-980fffc51a63,Robert Rodriguez,"987 Maple Dr, Elmwood, NY 65229",Community Bank,4616867197,Dental Checkup,Cigna,Platinum,Pain Relief Cream,99,21817.78,Bank Transfer,completed,2024-02-10 00:00:00.000+00,2024-10-19 00:00:00.000+00
769,P0769,5f257cfa-e298-4e02-ad9a-578a3f4bce48,Maria Williams,"339 Pine Rd, Fairview, CA 65732",State Bank,884833939,General Consultation,Cigna,Bronze,Flu Vaccine,20,38106.09,Credit Card,completed,2024-05-22 00:00:00.000+00,2024-06-17 00:00:00.000+00
770,P0770,2b032d07-5f17-4823-9727-72c45f8fd155,James Martinez,"946 Main St, Elmwood, TX 64826",Community Bank,2721134444,Dental Checkup,Kaiser,Silver,Pain Relief Cream,84,24644.17,Installment Plan,completed,2024-08-09 00:00:00.000+00,2024-07-15 00:00:00.000+00
771,P0771,226fd27a-e526-47dc-9a50-441e2837fdbc,Jane Davis,"279 Pine Rd, Elmwood, CO 63380",City Bank,3884938205,Laboratory Tests,United Healthcare,Gold,Aspirin 100mg,58,28452.12,Insurance Covered,pending,2024-04-03 00:00:00.000+00,2024-06-06 00:00:00.000+00
772,P0772,4e70d591-81ad-468d-929d-e7042c7726c0,Maria Garcia,"350 Spruce Ave, Pineville, CA 67248",Community Bank,6272278134,Dental Checkup,Kaiser,Standard,Blood Test Kit,91,23556.84,Credit Card,pending,2024-06-17 00:00:00.000+00,2024-12-21 00:00:00.000+00
773,P0773,5220c558-854e-4620-a2fd-aeb58ba20028,David Martinez,"891 Oak Ave, Riverside, GA 66828",First National Bank,2724801301,Dental Checkup,United Healthcare,Platinum,Pain Relief Cream,87,47915.62,Partial Payment,pending,2024-09-09 00:00:00.000+00,2024-09-15 00:00:00.000+00
774,P0774,0f6941ea-1212-4031-977e-e81f4b49294b,Jane Smith,"430 Spruce Ave, Pineville, CO 61444",Community Bank,2270574095,Cardiology Consultation,Blue Shield,Bronze,Flu Vaccine,55,9039.67,Bank Transfer,pending,2024-07-09 00:00:00.000+00,2024-06-02 00:00:00.000+00
775,P0775,62c35d0d-8b80-49b1-ab6a-0c4540dadb31,Jane Johnson,"111 Spruce Ave, Elmwood, CA 68314",State Bank,7759854112,Dermatology Treatment,Anthem,Standard,Eye Drops,52,26423.95,Credit Card,failed,2024-05-04 00:00:00.000+00,2024-07-23 00:00:00.000+00
776,P0776,ac020397-a697-41a0-99a1-ae08b1194b29,Lisa Martinez,"783 Pine Rd, Maplewood, FL 66487",Community Bank,7561532147,Eye Examination,Blue Shield,Gold,Aspirin 100mg,20,26710.69,Cash Payment,failed,2024-09-02 00:00:00.000+00,2024-06-22 00:00:00.000+00
777,P0777,b5dafae6-e633-49eb-9594-9dcb0779d357,James Miller,"271 Oak Ave, Elmwood, TX 62256",Federal Bank,7622442387,Cardiology Consultation,Aetna,Standard,Aspirin 100mg,4,48747.05,Cash Payment,completed,2024-10-07 00:00:00.000+00,2024-06-27 00:00:00.000+00
778,P0778,fa7128a0-71a9-4836-94ec-56355e276b42,Lisa Garcia,"543 Pine Rd, Riverside, GA 66311",First National Bank,3713882128,Eye Examination,Humana,Bronze,Ibuprofen 200mg,64,33111.64,Partial Payment,failed,2024-03-23 00:00:00.000+00,2024-02-24 00:00:00.000+00
779,P0779,038fa9e6-86b6-494c-b3a5-d6d993965e77,Michael Brown,"919 Oak Ave, Elmwood, NY 67033",Metro Bank,9132824560,Vaccination,Cigna,Standard,Blood Test Kit,83,38584.6,Credit Card,failed,2024-04-20 00:00:00.000+00,2024-02-21 00:00:00.000+00
780,P0780,e48e7689-8413-432a-9253-4f7b34eef4b8,Jane Smith,"930 Oak Ave, Oakwood, CA 61852",State Bank,9716890053,Eye Examination,Humana,Gold,Flu Vaccine,43,28630.46,Bank Transfer,failed,2024-06-11 00:00:00.000+00,2024-01-05 00:00:00.000+00
781,P0781,60b37940-fef7-46e8-b119-4d9cd2820301,Emily Garcia,"801 Main St, Elmwood, CO 60394",State Bank,3733148234,General Consultation,Blue Cross,Silver,Flu Vaccine,81,44966.2,Installment Plan,completed,2024-12-05 00:00:00.000+00,2024-08-21 00:00:00.000+00
782,P0782,c917ee02-fce2-4f01-97ee-0a66020cb6dd,David Williams,"215 Pine Rd, Fairview, IL 64370",Community Bank,1712140111,Laboratory Tests,Cigna,Standard,Eye Drops,88,4006.64,Installment Plan,completed,2024-09-24 00:00:00.000+00,2024-12-21 00:00:00.000+00
783,P0783,9734f363-c59e-415a-b8fa-9679f54018b0,David Rodriguez,"846 Maple Dr, Riverside, CO 67471",Metro Bank,6673210060,Vaccination,Aetna,Silver,Ibuprofen 200mg,70,39099.02,Installment Plan,failed,2024-03-09 00:00:00.000+00,2024-04-25 00:00:00.000+00
784,P0784,6798eba9-eb01-4fc3-830e-462511ac27ad,Emily Davis,"595 Main St, Springfield, CO 68434",Metro Bank,2402787294,Vaccination,Blue Shield,Standard,Ibuprofen 200mg,79,24023.97,Partial Payment,completed,2024-03-25 00:00:00.000+00,2024-04-25 00:00:00.000+00
785,P0785,62c35d0d-8b80-49b1-ab6a-0c4540dadb31,David Garcia,"243 Pine Rd, Elmwood, CO 65350",Community Bank,1385230067,General Consultation,Humana,Silver,Ibuprofen 200mg,28,29314.53,Credit Card,completed,2024-03-22 00:00:00.000+00,2024-04-12 00:00:00.000+00
786,P0786,2c49e374-cacc-4780-b5a1-098ce637f40b,Lisa Brown,"674 Maple Dr, Elmwood, WA 62859",Federal Bank,9829980763,Eye Examination,United Healthcare,Platinum,Flu Vaccine,49,31829.18,Bank Transfer,failed,2024-01-01 00:00:00.000+00,2024-09-12 00:00:00.000+00
787,P0787,b28a91da-23c1-415b-8ec9-c78ba5bdb9b4,David Brown,"517 Pine Rd, Pineville, IL 66553",Metro Bank,8005134557,Vaccination,Blue Shield,Standard,Pain Relief Cream,61,33887.36,Credit Card,completed,2024-09-16 00:00:00.000+00,2024-10-23 00:00:00.000+00
788,P0788,a942847b-f321-4b43-a6bf-8dd9994ac55a,Maria Davis,"208 Maple Dr, Fairview, GA 61411",Metro Bank,9686061512,Laboratory Tests,United Healthcare,Gold,Eye Drops,98,18200.84,Bank Transfer,failed,2024-02-26 00:00:00.000+00,2024-10-10 00:00:00.000+00
789,P0789,2c49e374-cacc-4780-b5a1-098ce637f40b,David Smith,"873 Elm St, Pineville, CO 62774",Metro Bank,5641748313,Vaccination,Blue Cross,Silver,Eye Drops,58,25721.13,Bank Transfer,failed,2024-04-11 00:00:00.000+00,2024-04-03 00:00:00.000+00
790,P0790,0c9d0fa8-a79a-4e32-a971-315098a04d76,David Johnson,"128 Maple Dr, Pineville, WA 60984",Metro Bank,7270022468,Vaccination,United Healthcare,Standard,Blood Test Kit,93,30713.76,Insurance Covered,completed,2024-03-30 00:00:00.000+00,2024-07-23 00:00:00.000+00
791,P0791,b5f60b85-5c30-4305-a5b2-f9d37dd215a4,Sarah Rodriguez,"176 Spruce Ave, Elmwood, FL 61672",City Bank,9007262151,Dental Checkup,Kaiser,Bronze,Flu Vaccine,83,12776.55,Bank Transfer,pending,2024-06-16 00:00:00.000+00,2024-09-17 00:00:00.000+00
792,P0792,ac020397-a697-41a0-99a1-ae08b1194b29,Robert Martinez,"859 Birch St, Riverside, WA 63772",Metro Bank,8156406393,Physical Therapy,United Healthcare,Platinum,Blood Test Kit,98,35483.53,Partial Payment,failed,2024-04-20 00:00:00.000+00,2024-10-27 00:00:00.000+00
793,P0793,2c680ce2-6991-4576-bd60-80c2db0ddf60,David Jones,"701 Oak Ave, Maplewood, CA 65270",City Bank,1836238770,Laboratory Tests,Kaiser,Standard,Pain Relief Cream,15,25803.33,Insurance Covered,failed,2024-10-22 00:00:00.000+00,2024-03-03 00:00:00.000+00
794,P0794,0ad92339-6089-4c99-9d37-e2f3edab7e66,Jane Jones,"874 Maple Dr, Cedarburg, TX 63795",Federal Bank,4163491351,Vaccination,Kaiser,Gold,Aspirin 100mg,49,35904.02,Installment Plan,failed,2024-11-21 00:00:00.000+00,2024-10-06 00:00:00.000+00
795,P0795,4a202faa-fefa-43a1-97e3-8a710eef4b31,Robert Williams,"256 Main St, Cedarburg, FL 60981",Community Bank,5181560344,Vaccination,Humana,Gold,Blood Test Kit,11,18727.45,Installment Plan,failed,2024-06-08 00:00:00.000+00,2024-02-01 00:00:00.000+00
796,P0796,226fd27a-e526-47dc-9a50-441e2837fdbc,Michael Rodriguez,"164 Oak Ave, Maplewood, IL 65515",City Bank,6031443642,Dental Checkup,Aetna,Platinum,Ibuprofen 200mg,98,27230.44,Credit Card,pending,2024-03-17 00:00:00.000+00,2024-03-08 00:00:00.000+00
797,P0797,013c81e2-97fd-43eb-a82d-3221cb431f50,Robert Brown,"593 Spruce Ave, Pineville, TX 68195",Community Bank,5332760433,Cardiology Consultation,United Healthcare,Platinum,Flu Vaccine,9,47638.66,Installment Plan,failed,2024-01-13 00:00:00.000+00,2024-09-21 00:00:00.000+00
798,P0798,2c680ce2-6991-4576-bd60-80c2db0ddf60,Robert Williams,"243 Cedar Ln, Fairview, FL 62198",Metro Bank,1174539416,Eye Examination,Anthem,Silver,Aspirin 100mg,29,35839.12,Credit Card,pending,2024-11-25 00:00:00.000+00,2024-06-27 00:00:00.000+00
799,P0799,2c680ce2-6991-4576-bd60-80c2db0ddf60,Emily Garcia,"383 Main St, Elmwood, IL 66075",Federal Bank,6120471311,Eye Examination,Kaiser,Bronze,Blood Test Kit,99,39790.23,Credit Card,pending,2024-01-06 00:00:00.000+00,2024-04-25 00:00:00.000+00
800,P0800,cf2718f1-bdef-440f-866d-ae16638eced0,Jane Smith,"144 Cedar Ln, Fairview, FL 61593",Community Bank,3848076488,Cardiology Consultation,Aetna,Standard,Flu Vaccine,97,36198.94,Installment Plan,pending,2024-04-01 00:00:00.000+00,2024-09-13 00:00:00.000+00
801,P0801,8c07d59b-2eb2-4df5-9645-4c21d46b0e04,Lisa Brown,"765 Oak Ave, Fairview, CO 65756",State Bank,9357961319,General Consultation,Kaiser,Standard,Flu Vaccine,95,5091.09,Bank Transfer,completed,2024-09-21 00:00:00.000+00,2024-05-05 00:00:00.000+00
802,P0802,f54a3dce-343b-4a80-a238-cfcade14e809,Jane Martinez,"778 Birch St, Oakwood, WA 67716",Metro Bank,5046413172,Vaccination,Aetna,Platinum,Flu Vaccine,60,4988.41,Cash Payment,completed,2024-07-28 00:00:00.000+00,2024-03-16 00:00:00.000+00
803,P0803,2c680ce2-6991-4576-bd60-80c2db0ddf60,Maria Davis,"203 Cedar Ln, Riverside, WA 61332",Metro Bank,9782057153,Vaccination,Anthem,Bronze,Aspirin 100mg,34,9623.65,Partial Payment,failed,2024-11-22 00:00:00.000+00,2024-03-16 00:00:00.000+00
804,P0804,49e534b7-0769-40ab-b74e-71df3c9af61c,James Williams,"960 Maple Dr, Oakwood, FL 67307",City Bank,1507203771,Vaccination,Humana,Standard,Ibuprofen 200mg,85,35287.93,Bank Transfer,failed,2024-12-07 00:00:00.000+00,2024-05-24 00:00:00.000+00
805,P0805,d69dadce-cc96-4fe6-b309-4fe4ea0378b1,Sarah Williams,"512 Oak Ave, Cedarburg, NY 67913",Federal Bank,1306614042,Cardiology Consultation,Blue Shield,Gold,Eye Drops,49,12347.29,Installment Plan,pending,2024-03-13 00:00:00.000+00,2024-10-24 00:00:00.000+00
806,P0806,0ad92339-6089-4c99-9d37-e2f3edab7e66,Emily Brown,"287 Elm St, Maplewood, GA 63144",Community Bank,6036286447,Dental Checkup,Humana,Silver,Eye Drops,97,15970.07,Credit Card,completed,2024-09-17 00:00:00.000+00,2024-10-11 00:00:00.000+00
807,P0807,2b032d07-5f17-4823-9727-72c45f8fd155,James Davis,"514 Pine Rd, Pineville, FL 69613",City Bank,5288880644,Physical Therapy,Blue Shield,Gold,Eye Drops,40,41053.85,Partial Payment,pending,2024-08-30 00:00:00.000+00,2024-10-14 00:00:00.000+00
808,P0808,8c07d59b-2eb2-4df5-9645-4c21d46b0e04,Jane Miller,"347 Elm St, Springfield, CO 67305",Federal Bank,8539533106,Eye Examination,United Healthcare,Standard,Pain Relief Cream,67,47182.52,Installment Plan,pending,2024-07-17 00:00:00.000+00,2024-01-19 00:00:00.000+00
809,P0809,5220c558-854e-4620-a2fd-aeb58ba20028,Emily Garcia,"577 Oak Ave, Elmwood, TX 61464",State Bank,6133546138,Laboratory Tests,Blue Shield,Silver,Pain Relief Cream,27,37685.38,Cash Payment,pending,2024-06-25 00:00:00.000+00,2024-08-18 00:00:00.000+00
810,P0810,c917ee02-fce2-4f01-97ee-0a66020cb6dd,David Martinez,"798 Maple Dr, Springfield, IL 64620",Community Bank,9722124707,Eye Examination,Blue Cross,Standard,Blood Test Kit,16,47356.73,Installment Plan,completed,2024-04-04 00:00:00.000+00,2024-08-21 00:00:00.000+00
811,P0811,bef6a189-68dd-400a-9fc1-b7c32b9215b8,Robert Davis,"338 Oak Ave, Springfield, FL 61054",City Bank,6842680762,Laboratory Tests,Anthem,Bronze,Flu Vaccine,6,43648.43,Installment Plan,failed,2024-12-05 00:00:00.000+00,2024-11-12 00:00:00.000+00
812,P0812,d69dadce-cc96-4fe6-b309-4fe4ea0378b1,Sarah Martinez,"884 Main St, Maplewood, CO 69315",Federal Bank,5108794870,Vaccination,Cigna,Platinum,Flu Vaccine,35,2379.56,Installment Plan,completed,2024-10-05 00:00:00.000+00,2024-05-09 00:00:00.000+00
813,P0813,392300e3-c30b-4b80-8bf1-fba4c8182a04,James Williams,"513 Oak Ave, Riverside, NY 66818",First National Bank,8909367463,Vaccination,Aetna,Silver,Flu Vaccine,21,45573.35,Installment Plan,completed,2024-08-02 00:00:00.000+00,2024-03-07 00:00:00.000+00
814,P0814,07674b17-2cef-4f03-88bd-64f46bcd5b95,James Garcia,"861 Spruce Ave, Cedarburg, NY 61544",Metro Bank,1574626082,Physical Therapy,Blue Shield,Standard,Pain Relief Cream,96,42236.1,Cash Payment,completed,2024-03-23 00:00:00.000+00,2024-10-07 00:00:00.000+00
815,P0815,3cc3ba2c-3edc-47f3-ba36-31a2641aae02,Emily Smith,"796 Elm St, Maplewood, WA 64772",Federal Bank,941503642,Eye Examination,Aetna,Bronze,Flu Vaccine,4,16112.58,Credit Card,completed,2024-08-30 00:00:00.000+00,2024-12-27 00:00:00.000+00
816,P0816,88c98496-b84f-4d13-97d7-96d11c558201,Michael Martinez,"631 Birch St, Pineville, IL 68958",Metro Bank,9955409099,Vaccination,Kaiser,Silver,Blood Test Kit,78,45936.09,Insurance Covered,pending,2024-11-29 00:00:00.000+00,2024-02-09 00:00:00.000+00
817,P0817,2c49e374-cacc-4780-b5a1-098ce637f40b,John Brown,"653 Oak Ave, Oakwood, CA 63544",State Bank,9379610923,Eye Examination,Kaiser,Platinum,Flu Vaccine,49,10762.0,Credit Card,pending,2024-11-06 00:00:00.000+00,2024-05-28 00:00:00.000+00
818,P0818,07674b17-2cef-4f03-88bd-64f46bcd5b95,Maria Martinez,"913 Maple Dr, Oakwood, FL 61665",State Bank,7620783607,Physical Therapy,Anthem,Silver,Pain Relief Cream,94,14269.03,Installment Plan,pending,2024-03-11 00:00:00.000+00,2024-09-08 00:00:00.000+00
819,P0819,4a202faa-fefa-43a1-97e3-8a710eef4b31,Jane Johnson,"473 Pine Rd, Elmwood, FL 61001",State Bank,2402110779,General Consultation,Blue Cross,Standard,Flu Vaccine,97,4841.01,Credit Card,failed,2024-10-05 00:00:00.000+00,2024-02-03 00:00:00.000+00
820,P0820,5abbe3bd-2a73-49a6-8c13-6fc4be4615aa,Robert Miller,"258 Oak Ave, Oakwood, GA 69437",City Bank,1925519404,General Consultation,Kaiser,Platinum,Aspirin 100mg,35,34143.12,Installment Plan,failed,2024-01-16 00:00:00.000+00,2024-01-15 00:00:00.000+00
821,P0821,c54dd239-6c85-405f-aa37-9944eb2092a8,Lisa Jones,"367 Main St, Cedarburg, NY 61931",Metro Bank,9554997989,Physical Therapy,Blue Cross,Bronze,Eye Drops,47,47351.85,Installment Plan,failed,2024-12-27 00:00:00.000+00,2024-03-22 00:00:00.000+00
822,P0822,19cc9220-5a64-4587-8201-8741033647bd,John Jones,"849 Elm St, Oakwood, FL 60856",First National Bank,2525334996,Eye Examination,Humana,Gold,Blood Test Kit,66,46456.72,Insurance Covered,pending,2024-05-06 00:00:00.000+00,2024-05-30 00:00:00.000+00
823,P0823,cf2718f1-bdef-440f-866d-ae16638eced0,Lisa Williams,"466 Oak Ave, Riverside, TX 60063",City Bank,2827467795,Cardiology Consultation,Humana,Gold,Ibuprofen 200mg,58,41561.28,Credit Card,failed,2024-04-18 00:00:00.000+00,2024-08-24 00:00:00.000+00
824,P0824,293a10b4-694e-41ef-8709-5c6b35c005ca,Sarah Rodriguez,"337 Maple Dr, Elmwood, FL 65716",Community Bank,3843993232,Cardiology Consultation,Blue Cross,Platinum,Pain Relief Cream,25,27351.75,Bank Transfer,pending,2024-10-20 00:00:00.000+00,2024-12-27 00:00:00.000+00
825,P0825,440ef7ba-4b75-443c-b9fb-2d65df8aab22,Lisa Martinez,"685 Cedar Ln, Pineville, IL 67250",Federal Bank,8709492580,Physical Therapy,Humana,Gold,Blood Test Kit,44,3649.05,Installment Plan,completed,2024-12-22 00:00:00.000+00,2024-08-14 00:00:00.000+00
826,P0826,19cc9220-5a64-4587-8201-8741033647bd,Sarah Garcia,"549 Main St, Springfield, NY 62923",Metro Bank,8357669682,Laboratory Tests,Blue Cross,Standard,Pain Relief Cream,12,5859.07,Partial Payment,failed,2024-03-08 00:00:00.000+00,2024-01-24 00:00:00.000+00
827,P0827,c54dd239-6c85-405f-aa37-9944eb2092a8,Jane Garcia,"199 Cedar Ln, Pineville, FL 68964",State Bank,4150076014,Cardiology Consultation,Humana,Standard,Ibuprofen 200mg,9,39716.45,Installment Plan,failed,2024-12-15 00:00:00.000+00,2024-03-16 00:00:00.000+00
828,P0828,faa95163-7117-463d-afd8-28230cb16d0b,Robert Smith,"455 Oak Ave, Maplewood, TX 61464",Community Bank,8326120825,Dental Checkup,Anthem,Gold,Pain Relief Cream,6,28356.13,Installment Plan,completed,2024-10-06 00:00:00.000+00,2024-04-18 00:00:00.000+00
829,P0829,4a202faa-fefa-43a1-97e3-8a710eef4b31,David Johnson,"850 Oak Ave, Maplewood, TX 63674",Community Bank,2891761064,Vaccination,Blue Cross,Bronze,Pain Relief Cream,68,31288.84,Credit Card,failed,2024-10-13 00:00:00.000+00,2024-02-18 00:00:00.000+00
830,P0830,f54a3dce-343b-4a80-a238-cfcade14e809,Sarah Davis,"275 Pine Rd, Riverside, WA 60224",Metro Bank,8102882648,Eye Examination,Blue Cross,Platinum,Ibuprofen 200mg,31,3865.81,Installment Plan,completed,2024-05-05 00:00:00.000+00,2024-07-16 00:00:00.000+00
831,P0831,033fee5c-4ebb-4825-80ab-0bb0808a8be4,James Davis,"847 Elm St, Elmwood, NY 63446",Metro Bank,6438129036,Dermatology Treatment,Blue Shield,Gold,Pain Relief Cream,48,17707.47,Partial Payment,completed,2024-11-21 00:00:00.000+00,2024-11-26 00:00:00.000+00
832,P0832,06f79222-e00d-42f5-8da4-ee45befd0415,John Williams,"250 Oak Ave, Fairview, NY 66606",Metro Bank,4936064631,Physical Therapy,Anthem,Bronze,Pain Relief Cream,33,38376.25,Installment Plan,completed,2024-05-10 00:00:00.000+00,2024-10-03 00:00:00.000+00
833,P0833,f69cfcf3-9059-4c82-bd90-a4b3adf2f627,James Johnson,"921 Oak Ave, Cedarburg, GA 66785",First National Bank,4162301552,Dental Checkup,Aetna,Bronze,Blood Test Kit,84,21877.99,Credit Card,pending,2024-06-05 00:00:00.000+00,2024-07-24 00:00:00.000+00
834,P0834,070ad96f-2660-4df1-92e6-88a215d1dfee,Emily Garcia,"367 Main St, Elmwood, IL 60369",Metro Bank,8468844053,Physical Therapy,Kaiser,Platinum,Aspirin 100mg,21,10547.63,Credit Card,failed,2024-01-06 00:00:00.000+00,2024-07-10 00:00:00.000+00
835,P0835,226fd27a-e526-47dc-9a50-441e2837fdbc,Emily Smith,"404 Elm St, Cedarburg, NY 65035",State Bank,9264552944,General Consultation,Anthem,Silver,Eye Drops,93,20667.97,Cash Payment,completed,2024-10-04 00:00:00.000+00,2024-03-18 00:00:00.000+00
836,P0836,7a4b99fc-a318-40b3-ae98-4e2f29dde1b5,Michael Martinez,"751 Spruce Ave, Cedarburg, WA 64116",City Bank,6715953726,Eye Examination,Aetna,Silver,Eye Drops,61,23316.04,Cash Payment,failed,2024-09-03 00:00:00.000+00,2024-03-09 00:00:00.000+00
837,P0837,478ab1c4-f447-4b61-8d1f-20caac5b131f,Robert Miller,"609 Main St, Springfield, CA 64594",Community Bank,2706153729,Vaccination,Kaiser,Gold,Blood Test Kit,51,44824.49,Installment Plan,pending,2024-05-21 00:00:00.000+00,2024-02-14 00:00:00.000+00
838,P0838,070ad96f-2660-4df1-92e6-88a215d1dfee,Jane Miller,"531 Cedar Ln, Springfield, NY 60426",City Bank,8258942555,Laboratory Tests,Kaiser,Platinum,Eye Drops,5,4119.03,Cash Payment,completed,2024-04-24 00:00:00.000+00,2024-02-15 00:00:00.000+00
839,P0839,f01f1937-8ce1-41f7-838d-198220641637,Sarah Garcia,"880 Birch St, Cedarburg, TX 64251",First National Bank,5359682559,Dental Checkup,Aetna,Silver,Aspirin 100mg,88,45425.8,Insurance Covered,pending,2024-10-24 00:00:00.000+00,2024-06-04 00:00:00.000+00
840,P0840,f7e014db-85a8-4eb5-843b-d6dea5c2ab9e,John Smith,"173 Oak Ave, Fairview, TX 60300",First National Bank,8230356500,Laboratory Tests,Cigna,Standard,Pain Relief Cream,28,8508.3,Credit Card,completed,2024-07-08 00:00:00.000+00,2024-07-28 00:00:00.000+00
841,P0841,a942847b-f321-4b43-a6bf-8dd9994ac55a,Robert Garcia,"452 Oak Ave, Riverside, CO 64617",Community Bank,4816550127,General Consultation,Aetna,Gold,Ibuprofen 200mg,29,48065.62,Insurance Covered,pending,2024-04-14 00:00:00.000+00,2024-07-09 00:00:00.000+00
842,P0842,c9350c64-4537-424c-91d0-a9d0c99a9c14,Sarah Martinez,"125 Spruce Ave, Pineville, TX 65732",Metro Bank,5050592927,General Consultation,Cigna,Silver,Eye Drops,44,25687.11,Bank Transfer,completed,2024-01-20 00:00:00.000+00,2024-09-15 00:00:00.000+00
843,P0843,a942847b-f321-4b43-a6bf-8dd9994ac55a,Michael Brown,"538 Oak Ave, Riverside, TX 62540",Community Bank,2760785213,Vaccination,Anthem,Platinum,Ibuprofen 200mg,36,20673.06,Installment Plan,completed,2024-09-21 00:00:00.000+00,2024-04-24 00:00:00.000+00
844,P0844,5fad3acd-e80d-4dd8-9602-f858a07043ce,James Garcia,"548 Birch St, Maplewood, CO 68695",Metro Bank,3275899018,Eye Examination,Humana,Bronze,Blood Test Kit,68,40766.4,Installment Plan,failed,2024-11-05 00:00:00.000+00,2024-10-17 00:00:00.000+00
845,P0845,4d827ca3-346f-4a22-8fbd-eecbf879415d,David Miller,"860 Spruce Ave, Elmwood, NY 67024",First National Bank,796987070,Eye Examination,Humana,Platinum,Aspirin 100mg,10,31313.45,Insurance Covered,failed,2024-03-24 00:00:00.000+00,2024-09-03 00:00:00.000+00
846,P0846,88c98496-b84f-4d13-97d7-96d11c558201,David Garcia,"792 Spruce Ave, Elmwood, CO 64859",Federal Bank,3364595126,Eye Examination,Anthem,Platinum,Eye Drops,67,14103.17,Bank Transfer,failed,2024-01-11 00:00:00.000+00,2024-03-22 00:00:00.000+00
847,P0847,09a30dfd-2fd6-413f-a987-4a07741a8ef2,David Rodriguez,"952 Pine Rd, Maplewood, NY 66024",Community Bank,7178573548,Dermatology Treatment,United Healthcare,Platinum,Eye Drops,14,27803.31,Installment Plan,pending,2024-06-04 00:00:00.000+00,2024-04-20 00:00:00.000+00
848,P0848,4d827ca3-346f-4a22-8fbd-eecbf879415d,Michael Rodriguez,"511 Pine Rd, Pineville, GA 68698",City Bank,7450024257,Eye Examination,United Healthcare,Standard,Eye Drops,74,48468.96,Credit Card,completed,2024-05-01 00:00:00.000+00,2024-07-08 00:00:00.000+00
849,P0849,06f79222-e00d-42f5-8da4-ee45befd0415,James Johnson,"215 Spruce Ave, Riverside, TX 69723",Federal Bank,7757710166,Eye Examination,Humana,Silver,Blood Test Kit,41,26179.18,Bank Transfer,completed,2024-08-31 00:00:00.000+00,2024-11-07 00:00:00.000+00
850,P0850,013c81e2-97fd-43eb-a82d-3221cb431f50,Lisa Williams,"512 Oak Ave, Elmwood, CO 61425",Metro Bank,1897052375,General Consultation,Aetna,Standard,Pain Relief Cream,83,44860.04,Bank Transfer,failed,2024-04-05 00:00:00.000+00,2024-12-10 00:00:00.000+00
851,P0851,8f237c22-27c5-4074-ba00-15e17e276ab1,John Smith,"360 Cedar Ln, Pineville, IL 65678",Community Bank,6753002839,Dental Checkup,Cigna,Bronze,Aspirin 100mg,3,30476.34,Insurance Covered,completed,2024-09-01 00:00:00.000+00,2024-03-04 00:00:00.000+00
852,P0852,3cc3ba2c-3edc-47f3-ba36-31a2641aae02,Jane Garcia,"107 Spruce Ave, Riverside, FL 61843",First National Bank,9550623775,General Consultation,Anthem,Gold,Eye Drops,25,2763.72,Installment Plan,pending,2024-01-29 00:00:00.000+00,2024-01-25 00:00:00.000+00
853,P0853,e2bd56c4-776f-42b1-ba0e-4893abe349d4,Maria Smith,"451 Birch St, Springfield, CO 61852",Federal Bank,3228153279,Laboratory Tests,Anthem,Silver,Flu Vaccine,65,33633.1,Credit Card,pending,2024-12-18 00:00:00.000+00,2024-03-05 00:00:00.000+00
854,P0854,070ad96f-2660-4df1-92e6-88a215d1dfee,John Davis,"315 Spruce Ave, Springfield, FL 69077",Community Bank,2031221796,Vaccination,Kaiser,Platinum,Ibuprofen 200mg,44,15330.37,Insurance Covered,failed,2024-07-04 00:00:00.000+00,2024-10-27 00:00:00.000+00
855,P0855,e0bec793-17a0-438b-9c0f-070d445044e8,Jane Smith,"787 Oak Ave, Cedarburg, CO 61739",Community Bank,1235453918,Vaccination,Aetna,Platinum,Pain Relief Cream,4,13763.67,Bank Transfer,completed,2024-11-19 00:00:00.000+00,2024-06-10 00:00:00.000+00
856,P0856,ec5f31f5-2038-4c38-89f4-9d931015bca6,John Jones,"546 Birch St, Fairview, IL 63535",Metro Bank,6421724927,Cardiology Consultation,Kaiser,Silver,Pain Relief Cream,31,28836.38,Installment Plan,pending,2024-01-06 00:00:00.000+00,2024-12-03 00:00:00.000+00
857,P0857,c917ee02-fce2-4f01-97ee-0a66020cb6dd,Sarah Jones,"929 Main St, Riverside, WA 61598",Metro Bank,8599233023,Cardiology Consultation,Humana,Standard,Eye Drops,8,23280.94,Credit Card,failed,2024-07-03 00:00:00.000+00,2024-07-19 00:00:00.000+00
858,P0858,c7971a9b-a983-434b-af15-6289cb2a4b1e,Maria Garcia,"513 Main St, Oakwood, CO 67605",Community Bank,602467412,Physical Therapy,Humana,Bronze,Pain Relief Cream,31,28778.36,Installment Plan,failed,2024-12-05 00:00:00.000+00,2024-09-18 00:00:00.000+00
